date,T2M,NDVI,GDD_daily,GDD_cumsum,peak
2024-01-01,7.86,4419.746915187534,2.8600000000000003,2.8600000000000003,0
2024-01-02,6.63,4412.791815639914,1.63,4.49,0
2024-01-03,6.55,4405.836716092293,1.5499999999999998,6.04,0
2024-01-04,8.08,4398.8816165446715,3.08,9.120000000000001,0
2024-01-05,7.14,4391.926516997051,2.1399999999999997,11.260000000000002,0
2024-01-06,9.44,4384.971417449431,4.4399999999999995,15.700000000000001,0
2024-01-07,7.52,4378.01631790181,2.5199999999999996,18.22,0
2024-01-08,4.01,4371.061218354189,0.0,18.22,0
2024-01-09,4.95,4364.106118806569,0.0,18.22,0
2024-01-10,6.58,4357.1510192589485,1.58,19.799999999999997,0
2024-01-11,4.31,4350.195919711327,0.0,19.799999999999997,0
2024-01-12,6.76,4343.240820163706,1.7599999999999998,21.559999999999995,0
2024-01-13,4.93,4336.285720616086,0.0,21.559999999999995,0
2024-01-14,5.15,4329.330621068466,0.15000000000000036,21.709999999999994,0
2024-01-15,6.25,4322.375521520845,1.25,22.959999999999994,0
2024-01-16,2.06,4315.420421973224,0.0,22.959999999999994,0
2024-01-17,5.9,4308.4653224256035,0.9000000000000004,23.859999999999992,0
2024-01-18,8.39,4294.328110107897,3.3900000000000006,27.249999999999993,0
2024-01-19,8.26,4280.19089779019,3.26,30.50999999999999,0
2024-01-20,6.71,4266.053685472484,1.71,32.21999999999999,0
2024-01-21,9.49,4251.916473154777,4.49,36.709999999999994,0
2024-01-22,9.61,4237.779260837071,4.609999999999999,41.31999999999999,0
2024-01-23,7.98,4223.642048519364,2.9800000000000004,44.3,0
2024-01-24,3.69,4209.504836201658,0.0,44.3,0
2024-01-25,3.15,4195.367623883951,0.0,44.3,0
2024-01-26,3.81,4181.230411566245,0.0,44.3,0
2024-01-27,4.69,4167.093199248538,0.0,44.3,0
2024-01-28,4.97,4152.955986930831,0.0,44.3,0
2024-01-29,5.61,4138.818774613125,0.6100000000000003,44.91,0
2024-01-30,7.55,4124.681562295418,2.55,47.459999999999994,0
2024-01-31,8.92,4110.544349977712,3.92,51.379999999999995,0
2024-02-01,9.33,4096.407137660005,4.33,55.709999999999994,0
2024-02-02,3.96,4082.269925342299,0.0,55.709999999999994,0
2024-02-03,4.94,4078.2467546694124,0.0,55.709999999999994,0
2024-02-04,4.5,4074.2235839965256,0.0,55.709999999999994,0
2024-02-05,2.9,4070.200413323639,0.0,55.709999999999994,0
2024-02-06,2.86,4066.1772426507528,0.0,55.709999999999994,0
2024-02-07,4.08,4062.154071977866,0.0,55.709999999999994,0
2024-02-08,4.65,4058.1309013049795,0.0,55.709999999999994,0
2024-02-09,5.48,4054.107730632093,0.4800000000000004,56.19,0
2024-02-10,6.13,4050.0845599592067,1.13,57.32,0
2024-02-11,6.66,4046.06138928632,1.6600000000000001,58.980000000000004,0
2024-02-12,5.18,4042.0382186134334,0.17999999999999972,59.160000000000004,0
2024-02-13,8.68,4038.015047940547,3.6799999999999997,62.84,0
2024-02-14,10.37,4033.99187726766,5.369999999999999,68.21000000000001,0
2024-02-15,13.59,4029.9687065947737,8.59,76.80000000000001,0
2024-02-16,9.01,4025.9455359218873,4.01,80.81000000000002,0
2024-02-17,7.88,4021.9223652490004,2.88,83.69000000000001,0
2024-02-18,11.95,4017.899194576114,6.949999999999999,90.64000000000001,0
2024-02-19,14.92,4015.363859187685,9.92,100.56000000000002,0
2024-02-20,17.0,4012.8285237992563,12.0,112.56000000000002,0
2024-02-21,9.5,4010.2931884108275,4.5,117.06000000000002,0
2024-02-22,4.96,4007.7578530223986,0.0,117.06000000000002,0
2024-02-23,3.02,4005.22251763397,0.0,117.06000000000002,0
2024-02-24,4.5,4002.687182245541,0.0,117.06000000000002,0
2024-02-25,5.96,4000.151846857112,0.96,118.02000000000001,0
2024-02-26,6.64,3997.6165114686837,1.6399999999999997,119.66000000000001,0
2024-02-27,5.35,3995.081176080255,0.34999999999999964,120.01,0
2024-02-28,6.18,3992.545840691826,1.1799999999999997,121.19,0
2024-02-29,7.02,3990.010505303397,2.0199999999999996,123.21,0
2024-03-01,9.34,3987.4751699149683,4.34,127.55,0
2024-03-02,5.05,3984.9398345265395,0.04999999999999982,127.6,0
2024-03-03,5.9,3982.4044991381106,0.9000000000000004,128.5,0
2024-03-04,7.76,3979.869163749682,2.76,131.26,0
2024-03-05,6.28,3977.333828361253,1.2800000000000002,132.54,0
2024-03-06,6.24,3981.4380569933405,1.2400000000000002,133.78,0
2024-03-07,6.24,3985.5422856254286,1.2400000000000002,135.02,0
2024-03-08,5.05,3989.646514257516,0.04999999999999982,135.07000000000002,0
2024-03-09,5.06,3993.7507428896038,0.05999999999999961,135.13000000000002,0
2024-03-10,5.2,3997.854971521692,0.20000000000000018,135.33,0
2024-03-11,6.88,4001.9592001537794,1.88,137.21,0
2024-03-12,10.18,4006.063428785867,5.18,142.39000000000001,0
2024-03-13,7.72,4010.1676574179546,2.7199999999999998,145.11,0
2024-03-14,7.78,4014.2718860500427,2.7800000000000002,147.89000000000001,0
2024-03-15,9.54,4018.3761146821303,4.539999999999999,152.43,0
2024-03-16,11.34,4022.480343314218,6.34,158.77,0
2024-03-17,14.6,4026.584571946306,9.6,168.37,0
2024-03-18,7.23,4030.6888005783935,2.2300000000000004,170.6,0
2024-03-19,6.67,4034.793029210481,1.67,172.26999999999998,0
2024-03-20,8.89,4038.897257842569,3.8900000000000006,176.15999999999997,0
2024-03-21,5.02,4043.0014864746568,0.019999999999999574,176.17999999999998,0
