date,T2M,NDVI,GDD_daily,GDD_cumsum,peak
2024-01-01,4.07,5194.149610056745,0.0,0.0,0
2024-01-02,1.98,5172.621415627374,0.0,0.0,0
2024-01-03,4.97,5151.093221198003,0.0,0.0,0
2024-01-04,4.84,5129.565026768632,0.0,0.0,0
2024-01-05,4.42,5108.036832339261,0.0,0.0,0
2024-01-06,6.87,5086.508637909891,1.87,1.87,0
2024-01-07,3.52,5064.98044348052,0.0,1.87,0
2024-01-08,0.43,5043.45224905115,0.0,1.87,0
2024-01-09,2.2,5021.924054621779,0.0,1.87,0
2024-01-10,3.03,5000.395860192408,0.0,1.87,0
2024-01-11,0.1,4978.867665763038,0.0,1.87,0
2024-01-12,3.09,4957.339471333667,0.0,1.87,0
2024-01-13,1.2,4935.811276904296,0.0,1.87,0
2024-01-14,0.36,4914.283082474925,0.0,1.87,0
2024-01-15,1.14,4892.754888045554,0.0,1.87,0
2024-01-16,-0.98,4871.226693616184,0.0,1.87,0
2024-01-17,3.21,4849.698499186813,0.0,1.87,0
2024-01-18,6.23,4839.638524425769,1.2300000000000004,3.1000000000000005,0
2024-01-19,4.94,4829.578549664725,0.0,3.1000000000000005,0
2024-01-20,2.48,4819.518574903681,0.0,3.1000000000000005,0
2024-01-21,6.64,4809.458600142637,1.6399999999999997,4.74,0
2024-01-22,7.16,4799.398625381593,2.16,6.9,0
2024-01-23,3.99,4789.338650620549,0.0,6.9,0
2024-01-24,1.04,4779.278675859505,0.0,6.9,0
2024-01-25,0.64,4769.21870109846,0.0,6.9,0
2024-01-26,1.1,4759.158726337416,0.0,6.9,0
2024-01-27,1.55,4749.098751576372,0.0,6.9,0
2024-01-28,2.58,4739.038776815328,0.0,6.9,0
2024-01-29,3.15,4728.978802054284,0.0,6.9,0
2024-01-30,4.33,4718.91882729324,0.0,6.9,0
2024-01-31,6.51,4708.858852532196,1.5099999999999998,8.41,0
2024-02-01,4.72,4698.798877771152,0.0,8.41,0
2024-02-02,0.47,4688.738903010108,0.0,8.41,0
2024-02-03,1.78,4690.326289600277,0.0,8.41,0
2024-02-04,2.21,4691.913676190446,0.0,8.41,0
2024-02-05,-0.03,4693.501062780615,0.0,8.41,0
2024-02-06,0.11,4695.0884493707845,0.0,8.41,0
2024-02-07,0.55,4696.675835960953,0.0,8.41,0
2024-02-08,1.24,4698.263222551122,0.0,8.41,0
2024-02-09,1.67,4699.850609141292,0.0,8.41,0
2024-02-10,3.47,4701.437995731461,0.0,8.41,0
2024-02-11,2.54,4703.02538232163,0.0,8.41,0
2024-02-12,2.8,4704.612768911799,0.0,8.41,0
2024-02-13,6.79,4706.200155501969,1.79,10.2,0
2024-02-14,9.53,4707.787542092137,4.529999999999999,14.729999999999999,0
2024-02-15,11.75,4709.374928682307,6.75,21.479999999999997,0
2024-02-16,4.51,4710.962315272476,0.0,21.479999999999997,0
2024-02-17,4.4,4712.549701862645,0.0,21.479999999999997,0
2024-02-18,9.47,4714.137088452814,4.470000000000001,25.949999999999996,1
2024-02-19,12.29,4704.162969840418,7.289999999999999,33.239999999999995,0
2024-02-20,12.35,4694.188851228021,7.35,40.589999999999996,0
2024-02-21,4.35,4684.214732615625,0.0,40.589999999999996,0
2024-02-22,3.37,4674.240614003228,0.0,40.589999999999996,0
2024-02-23,0.94,4664.266495390832,0.0,40.589999999999996,0
2024-02-24,1.69,4654.292376778435,0.0,40.589999999999996,0
2024-02-25,2.02,4644.3182581660385,0.0,40.589999999999996,0
2024-02-26,4.38,4634.344139553641,0.0,40.589999999999996,0
2024-02-27,3.55,4624.370020941245,0.0,40.589999999999996,0
2024-02-28,3.09,4614.395902328848,0.0,40.589999999999996,0
2024-02-29,4.24,4604.4217837164515,0.0,40.589999999999996,0
2024-03-01,6.32,4594.447665104055,1.3200000000000003,41.91,0
2024-03-02,1.27,4584.473546491658,0.0,41.91,0
2024-03-03,2.89,4574.499427879262,0.0,41.91,0
2024-03-04,3.34,4564.525309266865,0.0,41.91,0
2024-03-05,2.72,4554.551190654469,0.0,41.91,0
2024-03-06,2.73,4579.0769570716275,0.0,41.91,0
2024-03-07,3.59,4603.602723488786,0.0,41.91,0
2024-03-08,3.65,4628.128489905945,0.0,41.91,0
2024-03-09,2.03,4652.654256323103,0.0,41.91,0
2024-03-10,1.64,4677.180022740263,0.0,41.91,0
2024-03-11,4.18,4701.705789157421,0.0,41.91,0
2024-03-12,6.16,4726.23155557458,1.1600000000000001,43.06999999999999,0
2024-03-13,4.45,4750.7573219917385,0.0,43.06999999999999,0
2024-03-14,5.25,4775.283088408897,0.25,43.31999999999999,0
2024-03-15,7.38,4799.808854826056,2.38,45.699999999999996,0
2024-03-16,8.43,4824.334621243214,3.4299999999999997,49.129999999999995,0
2024-03-17,10.8,4848.860387660374,5.800000000000001,54.92999999999999,0
2024-03-18,3.76,4873.386154077532,0.0,54.92999999999999,0
2024-03-19,3.86,4897.911920494691,0.0,54.92999999999999,0
2024-03-20,5.41,4922.43768691185,0.41000000000000014,55.33999999999999,0
2024-03-21,2.47,4946.963453329008,0.0,55.33999999999999,0
2024-03-22,2.43,4976.835641742959,0.0,55.33999999999999,0
2024-03-23,2.48,5006.707830156909,0.0,55.33999999999999,0
2024-03-24,8.68,5036.5800185708595,3.6799999999999997,59.01999999999999,0
2024-03-25,10.87,5066.45220698481,5.869999999999999,64.88999999999999,0
2024-03-26,7.12,5096.32439539876,2.12,67.00999999999999,0
2024-03-27,6.06,5126.196583812711,1.0599999999999996,68.07,0
2024-03-28,7.23,5156.068772226661,2.2300000000000004,70.3,0
